tipo,classe,local,internados,data_atualizacao,lat,long,semana_epidemiologica,leitos_total,leitos_disponiveis,lotacao,leitos_covid
emergencia,adulto,Hospital Santa Casa,16,2020-05-10,-30.030803,-51.221512,20,24,8,0.6666666666666666,NA
emergencia,adulto,Hospital São Lucas,6,2020-05-10,-30.055122,-51.173819,20,17,11,0.35294117647058826,NA
emergencia,adulto,Hospital Restinga,4,2020-05-10,-30.142524,-51.128803,20,18,14,0.2222222222222222,NA
emergencia,adulto,Hospital Vila Nova,5,2020-05-10,-30.119308,-51.207744,20,26,21,0.19230769230769232,NA
emergencia,adulto,PA Bom Jesus,0,2020-05-10,-30.043194,-51.153916,20,7,7,0,NA
emergencia,adulto,PA Cruzeiro do Sul,7,2020-05-10,-30.069603,-51.216537,20,12,5,0.5833333333333334,NA
emergencia,adulto,PA Lomba do Pinheiro,9,2020-05-10,-30.110731,-51.110188,20,9,0,1,NA
emergencia,adulto,UPA Zona Norte,13,2020-05-10,-30.009546,-51.146056,20,17,4,0.7647058823529411,NA
emergencia,pediatrico,HCPA,5,2020-05-10,-30.038435,-51.206637,20,9,4,0.5555555555555556,NA
emergencia,pediatrico,Hospital Conceição,2,2020-05-10,-30.01587,-51.158236,20,16,14,0.125,NA
emergencia,pediatrico,Hospital Santa Casa,0,2020-05-10,-30.030803,-51.221512,20,11,11,0,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-10,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,0,2020-05-10,-30.029525,-51.214865,20,8,8,0,NA
emergencia,pediatrico,Hospital Restinga,0,2020-05-10,-30.142524,-51.128803,20,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,0,2020-05-10,-30.043194,-51.153916,20,5,5,0,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-10,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-05-10,-30.110731,-51.110188,20,4,4,0,NA
uti,adulto,Hospital Conceição,54,2020-05-10,-30.01587,-51.158236,20,69,15,0.782608695652174,11
uti,adulto,HCPA,57,2020-05-10,-30.038435,-51.206637,20,92,35,0.6195652173913043,9
uti,adulto,Hospital Santa Casa,65,2020-05-10,-30.030803,-51.221512,20,87,22,0.7471264367816092,0
uti,adulto,Hospital São Lucas,40,2020-05-10,-30.055122,-51.173819,20,59,19,0.6779661016949152,3
uti,adulto,Hospital Cristo Redentor,28,2020-05-10,-30.010102,-51.15926,20,47,19,0.5957446808510638,0
uti,adulto,Hospital Moinhos de Vento,44,2020-05-10,-30.02552,-51.20842,20,56,12,0.7857142857142857,9
uti,adulto,Hospital Ernesto Dornelles,30,2020-05-10,-30.047509,-51.212131,20,40,10,0.75,6
uti,adulto,Hospital Vila Nova,20,2020-05-10,-30.119308,-51.207744,20,20,0,1,0
uti,adulto,HPS,14,2020-05-10,-30.036874,-51.209282,20,20,6,0.7,0
uti,adulto,HospitaL Independência,8,2020-05-10,-30.061051,-51.149073,20,10,2,0.8,0
uti,adulto,Hospital Femina,1,2020-05-10,-30.029239,-51.206848,20,4,3,0.25,0
uti,adulto,Hospital Divina Providência,12,2020-05-10,-30.084428,-51.18839,20,16,4,0.75,1
uti,adulto,Hospital Restinga,9,2020-05-10,-30.142524,-51.128803,20,10,1,0.9,0
uti,adulto,Hospital Santa Ana,9,2020-05-10,-30.086664,-51.20689,20,10,1,0.9,0
uti,adulto,Hospital Mãe de Deus,36,2020-05-10,-30.058845,-51.228945,20,60,24,0.6,0
uti,adulto,Hospital Porto Alegre,7,2020-05-10,-30.04475,-51.21856,20,7,0,1,2
uti,pediatrico,Hospital Santa Casa,36,2020-05-10,-30.030803,-51.221512,20,37,1,0.972972972972973,0
uti,pediatrico,Hospital São Lucas,34,2020-05-10,-30.055122,-51.173819,20,37,3,0.918918918918919,0
uti,pediatrico,HCPA,9,2020-05-10,-30.038435,-51.206637,20,13,4,0.6923076923076923,0
uti,pediatrico,HPS,2,2020-05-10,-30.036874,-51.209282,20,8,6,0.25,0
uti,pediatrico,Hospital Moinhos de Vento,10,2020-05-10,-30.02552,-51.20842,20,11,1,0.9090909090909091,0
uti,pediatrico,Hospital Conceição,10,2020-05-10,-30.01587,-51.158236,20,18,8,0.5555555555555556,0
uti,pediatrico,HMIPV,5,2020-05-10,-30.029525,-51.214865,20,12,7,0.4166666666666667,0
emergencia,adulto,HCPA,57,2020-05-11,-30.038435,-51.206637,20,41,-16,1.3902439024390243,NA
emergencia,adulto,Hospital Conceição,16,2020-05-11,-30.01587,-51.158236,20,64,48,0.25,NA
emergencia,adulto,Instituto de Cardiologia,22,2020-05-11,-30.049092,-51.20903,20,21,-1,1.0476190476190477,NA
emergencia,adulto,Hospital Santa Casa,17,2020-05-11,-30.030803,-51.221512,20,24,7,0.7083333333333334,NA
emergencia,adulto,Hospital São Lucas,5,2020-05-11,-30.055122,-51.173819,20,17,12,0.29411764705882354,NA
emergencia,adulto,Hospital Restinga,6,2020-05-11,-30.142524,-51.128803,20,18,12,0.3333333333333333,NA
emergencia,adulto,Hospital Vila Nova,0,2020-05-11,-30.119308,-51.207744,20,26,26,0,NA
emergencia,adulto,PA Bom Jesus,13,2020-05-11,-30.043194,-51.153916,20,7,-6,1.8571428571428572,NA
emergencia,adulto,PA Cruzeiro do Sul,12,2020-05-11,-30.069603,-51.216537,20,12,0,1,NA
emergencia,adulto,PA Lomba do Pinheiro,10,2020-05-11,-30.110731,-51.110188,20,9,-1,1.1111111111111112,NA
emergencia,adulto,UPA Zona Norte,10,2020-05-11,-30.009546,-51.146056,20,17,7,0.5882352941176471,NA
emergencia,pediatrico,HCPA,4,2020-05-11,-30.038435,-51.206637,20,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,7,2020-05-11,-30.01587,-51.158236,20,16,9,0.4375,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-05-11,-30.030803,-51.221512,20,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-11,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,1,2020-05-11,-30.029525,-51.214865,20,8,7,0.125,NA
emergencia,pediatrico,Hospital Restinga,0,2020-05-11,-30.142524,-51.128803,20,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,0,2020-05-11,-30.043194,-51.153916,20,5,5,0,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-11,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-05-11,-30.110731,-51.110188,20,4,4,0,NA
uti,adulto,Hospital Conceição,55,2020-05-11,-30.01587,-51.158236,20,69,14,0.7971014492753623,11
uti,adulto,HCPA,64,2020-05-11,-30.038435,-51.206637,20,92,28,0.6956521739130435,11
uti,adulto,Hospital Santa Casa,64,2020-05-11,-30.030803,-51.221512,20,87,23,0.735632183908046,0
uti,adulto,Hospital São Lucas,43,2020-05-11,-30.055122,-51.173819,20,59,16,0.7288135593220338,3
uti,adulto,Hospital Cristo Redentor,27,2020-05-11,-30.010102,-51.15926,20,47,20,0.574468085106383,0
uti,adulto,Hospital Moinhos de Vento,48,2020-05-11,-30.02552,-51.20842,20,56,8,0.8571428571428571,8
uti,adulto,Hospital Ernesto Dornelles,26,2020-05-11,-30.047509,-51.212131,20,40,14,0.65,6
uti,adulto,Hospital Vila Nova,17,2020-05-11,-30.119308,-51.207744,20,20,3,0.85,0
uti,adulto,HPS,18,2020-05-11,-30.036874,-51.209282,20,20,2,0.9,0
uti,adulto,HospitaL Independência,7,2020-05-11,-30.061051,-51.149073,20,10,3,0.7,0
uti,adulto,Hospital Femina,2,2020-05-11,-30.029239,-51.206848,20,4,2,0.5,0
uti,adulto,Hospital Divina Providência,11,2020-05-11,-30.084428,-51.18839,20,16,5,0.6875,1
uti,adulto,Hospital Restinga,9,2020-05-11,-30.142524,-51.128803,20,10,1,0.9,0
uti,adulto,Hospital Santa Ana,9,2020-05-11,-30.086664,-51.20689,20,10,1,0.9,0
uti,adulto,Hospital Mãe de Deus,40,2020-05-11,-30.058845,-51.228945,20,60,20,0.6666666666666666,0
uti,adulto,Hospital Porto Alegre,7,2020-05-11,-30.04475,-51.21856,20,7,0,1,1
uti,pediatrico,Hospital Santa Casa,32,2020-05-11,-30.030803,-51.221512,20,37,5,0.8648648648648649,0
uti,pediatrico,Hospital São Lucas,34,2020-05-11,-30.055122,-51.173819,20,37,3,0.918918918918919,0
uti,pediatrico,HCPA,10,2020-05-11,-30.038435,-51.206637,20,13,3,0.7692307692307693,0
uti,pediatrico,HPS,3,2020-05-11,-30.036874,-51.209282,20,8,5,0.375,0
uti,pediatrico,Hospital Moinhos de Vento,10,2020-05-11,-30.02552,-51.20842,20,11,1,0.9090909090909091,0
uti,pediatrico,Hospital Conceição,10,2020-05-11,-30.01587,-51.158236,20,18,8,0.5555555555555556,0
uti,pediatrico,HMIPV,5,2020-05-11,-30.029525,-51.214865,20,12,7,0.4166666666666667,0
emergencia,adulto,HCPA,50,2020-05-12,-30.038435,-51.206637,20,41,-9,1.2195121951219512,NA
emergencia,adulto,Hospital Conceição,16,2020-05-12,-30.01587,-51.158236,20,64,48,0.25,NA
emergencia,adulto,Instituto de Cardiologia,14,2020-05-12,-30.049092,-51.20903,20,21,7,0.6666666666666666,NA
emergencia,adulto,Hospital Santa Casa,15,2020-05-12,-30.030803,-51.221512,20,24,9,0.625,NA
emergencia,adulto,Hospital São Lucas,3,2020-05-12,-30.055122,-51.173819,20,17,14,0.17647058823529413,NA
emergencia,adulto,Hospital Restinga,7,2020-05-12,-30.142524,-51.128803,20,18,11,0.3888888888888889,NA
emergencia,adulto,Hospital Vila Nova,0,2020-05-12,-30.119308,-51.207744,20,26,26,0,NA
emergencia,adulto,PA Bom Jesus,11,2020-05-12,-30.043194,-51.153916,20,7,-4,1.5714285714285714,NA
emergencia,adulto,PA Cruzeiro do Sul,12,2020-05-12,-30.069603,-51.216537,20,12,0,1,NA
emergencia,adulto,PA Lomba do Pinheiro,8,2020-05-12,-30.110731,-51.110188,20,9,1,0.8888888888888888,NA
emergencia,adulto,UPA Zona Norte,12,2020-05-12,-30.009546,-51.146056,20,17,5,0.7058823529411765,NA
emergencia,pediatrico,HCPA,2,2020-05-12,-30.038435,-51.206637,20,9,7,0.2222222222222222,NA
emergencia,pediatrico,Hospital Conceição,2,2020-05-12,-30.01587,-51.158236,20,16,14,0.125,NA
emergencia,pediatrico,Hospital Santa Casa,0,2020-05-12,-30.030803,-51.221512,20,11,11,0,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-12,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,0,2020-05-12,-30.029525,-51.214865,20,8,8,0,NA
emergencia,pediatrico,Hospital Restinga,0,2020-05-12,-30.142524,-51.128803,20,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,2,2020-05-12,-30.043194,-51.153916,20,5,3,0.4,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-12,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-05-12,-30.110731,-51.110188,20,4,3,0.25,NA
uti,adulto,Hospital Conceição,55,2020-05-12,-30.01587,-51.158236,20,69,14,0.7971014492753623,11
uti,adulto,HCPA,63,2020-05-12,-30.038435,-51.206637,20,102,39,0.6176470588235294,13
uti,adulto,Hospital Santa Casa,71,2020-05-12,-30.030803,-51.221512,20,87,16,0.8160919540229885,0
uti,adulto,Hospital São Lucas,47,2020-05-12,-30.055122,-51.173819,20,59,12,0.7966101694915254,3
uti,adulto,Hospital Cristo Redentor,28,2020-05-12,-30.010102,-51.15926,20,47,19,0.5957446808510638,0
uti,adulto,Hospital Moinhos de Vento,46,2020-05-12,-30.02552,-51.20842,20,56,10,0.8214285714285714,5
uti,adulto,Hospital Ernesto Dornelles,24,2020-05-12,-30.047509,-51.212131,20,40,16,0.6,7
uti,adulto,Hospital Vila Nova,19,2020-05-12,-30.119308,-51.207744,20,20,1,0.95,0
uti,adulto,HPS,17,2020-05-12,-30.036874,-51.209282,20,20,3,0.85,0
uti,adulto,HospitaL Independência,10,2020-05-12,-30.061051,-51.149073,20,10,0,1,0
uti,adulto,Hospital Femina,2,2020-05-12,-30.029239,-51.206848,20,4,2,0.5,0
uti,adulto,Hospital Divina Providência,12,2020-05-12,-30.084428,-51.18839,20,16,4,0.75,1
uti,adulto,Hospital Restinga,7,2020-05-12,-30.142524,-51.128803,20,10,3,0.7,0
uti,adulto,Hospital Santa Ana,8,2020-05-12,-30.086664,-51.20689,20,10,2,0.8,0
uti,adulto,Hospital Mãe de Deus,36,2020-05-12,-30.058845,-51.228945,20,60,24,0.6,0
uti,adulto,Hospital Porto Alegre,7,2020-05-12,-30.04475,-51.21856,20,7,0,1,1
uti,pediatrico,Hospital Santa Casa,29,2020-05-12,-30.030803,-51.221512,20,37,8,0.7837837837837838,0
uti,pediatrico,HCPA,9,2020-05-12,-30.038435,-51.206637,20,13,4,0.6923076923076923,0
uti,pediatrico,HPS,3,2020-05-12,-30.036874,-51.209282,20,8,5,0.375,0
uti,pediatrico,Hospital Moinhos de Vento,7,2020-05-12,-30.02552,-51.20842,20,11,4,0.6363636363636364,0
uti,pediatrico,Hospital Conceição,10,2020-05-12,-30.01587,-51.158236,20,18,8,0.5555555555555556,0
uti,pediatrico,HMIPV,5,2020-05-12,-30.029525,-51.214865,20,12,7,0.4166666666666667,0
emergencia,adulto,HCPA,56,2020-05-13,-30.038435,-51.206637,20,41,-15,1.3658536585365855,NA
emergencia,adulto,Hospital Conceição,13,2020-05-13,-30.01587,-51.158236,20,64,51,0.203125,NA
emergencia,adulto,Instituto de Cardiologia,19,2020-05-13,-30.049092,-51.20903,20,21,2,0.9047619047619048,NA
emergencia,adulto,Hospital Santa Casa,35,2020-05-13,-30.030803,-51.221512,20,24,-11,1.4583333333333333,NA
emergencia,adulto,Hospital São Lucas,5,2020-05-13,-30.055122,-51.173819,20,17,12,0.29411764705882354,NA
emergencia,adulto,Hospital Restinga,8,2020-05-13,-30.142524,-51.128803,20,18,10,0.4444444444444444,NA
emergencia,adulto,Hospital Vila Nova,7,2020-05-13,-30.119308,-51.207744,20,26,19,0.2692307692307692,NA
emergencia,adulto,PA Bom Jesus,10,2020-05-13,-30.043194,-51.153916,20,7,-3,1.4285714285714286,NA
emergencia,adulto,PA Cruzeiro do Sul,15,2020-05-13,-30.069603,-51.216537,20,12,-3,1.25,NA
emergencia,adulto,PA Lomba do Pinheiro,0,2020-05-13,-30.110731,-51.110188,20,9,9,0,NA
emergencia,adulto,UPA Zona Norte,10,2020-05-13,-30.009546,-51.146056,20,17,7,0.5882352941176471,NA
emergencia,pediatrico,HCPA,2,2020-05-13,-30.038435,-51.206637,20,9,7,0.2222222222222222,NA
emergencia,pediatrico,Hospital Conceição,2,2020-05-13,-30.01587,-51.158236,20,16,14,0.125,NA
emergencia,pediatrico,Hospital Santa Casa,0,2020-05-13,-30.030803,-51.221512,20,11,11,0,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-13,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,1,2020-05-13,-30.029525,-51.214865,20,8,7,0.125,NA
emergencia,pediatrico,Hospital Restinga,0,2020-05-13,-30.142524,-51.128803,20,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-05-13,-30.043194,-51.153916,20,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-13,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-05-13,-30.110731,-51.110188,20,4,3,0.25,NA
uti,adulto,Hospital Conceição,56,2020-05-13,-30.01587,-51.158236,20,69,13,0.8115942028985508,8
uti,adulto,HCPA,68,2020-05-13,-30.038435,-51.206637,20,102,34,0.6666666666666666,13
uti,adulto,Hospital Santa Casa,82,2020-05-13,-30.030803,-51.221512,20,87,5,0.9425287356321839,0
uti,adulto,Hospital São Lucas,43,2020-05-13,-30.055122,-51.173819,20,59,16,0.7288135593220338,3
uti,adulto,Hospital Cristo Redentor,27,2020-05-13,-30.010102,-51.15926,20,47,20,0.574468085106383,0
uti,adulto,Hospital Moinhos de Vento,37,2020-05-13,-30.02552,-51.20842,20,56,19,0.6607142857142857,4
uti,adulto,Hospital Ernesto Dornelles,30,2020-05-13,-30.047509,-51.212131,20,40,10,0.75,8
uti,adulto,Hospital Vila Nova,17,2020-05-13,-30.119308,-51.207744,20,20,3,0.85,0
uti,adulto,HPS,16,2020-05-13,-30.036874,-51.209282,20,20,4,0.8,0
uti,adulto,HospitaL Independência,8,2020-05-13,-30.061051,-51.149073,20,10,2,0.8,0
uti,adulto,Hospital Femina,3,2020-05-13,-30.029239,-51.206848,20,4,1,0.75,0
uti,adulto,Hospital Divina Providência,13,2020-05-13,-30.084428,-51.18839,20,16,3,0.8125,1
uti,adulto,Hospital Restinga,10,2020-05-13,-30.142524,-51.128803,20,10,0,1,0
uti,adulto,Hospital Santa Ana,9,2020-05-13,-30.086664,-51.20689,20,10,1,0.9,0
uti,adulto,Hospital Mãe de Deus,33,2020-05-13,-30.058845,-51.228945,20,60,27,0.55,0
uti,adulto,Hospital Porto Alegre,7,2020-05-13,-30.04475,-51.21856,20,7,0,1,1
uti,pediatrico,Hospital Santa Casa,34,2020-05-13,-30.030803,-51.221512,20,37,3,0.918918918918919,0
uti,pediatrico,HCPA,9,2020-05-13,-30.038435,-51.206637,20,13,4,0.6923076923076923,0
uti,pediatrico,HPS,2,2020-05-13,-30.036874,-51.209282,20,8,6,0.25,0
uti,pediatrico,Hospital Moinhos de Vento,6,2020-05-13,-30.02552,-51.20842,20,11,5,0.5454545454545454,0
uti,pediatrico,Hospital Conceição,11,2020-05-13,-30.01587,-51.158236,20,18,7,0.6111111111111112,0
uti,pediatrico,HMIPV,5,2020-05-13,-30.029525,-51.214865,20,12,7,0.4166666666666667,0
emergencia,adulto,HCPA,56,2020-05-14,-30.038435,-51.206637,20,41,-15,1.3658536585365855,NA
emergencia,adulto,Hospital Conceição,21,2020-05-14,-30.01587,-51.158236,20,64,43,0.328125,NA
emergencia,adulto,Instituto de Cardiologia,20,2020-05-14,-30.049092,-51.20903,20,21,1,0.9523809523809523,NA
emergencia,adulto,Hospital Santa Casa,18,2020-05-14,-30.030803,-51.221512,20,24,6,0.75,NA
emergencia,adulto,Hospital São Lucas,10,2020-05-14,-30.055122,-51.173819,20,17,7,0.5882352941176471,NA
emergencia,adulto,Hospital Restinga,12,2020-05-14,-30.142524,-51.128803,20,18,6,0.6666666666666666,NA
emergencia,adulto,Hospital Vila Nova,4,2020-05-14,-30.119308,-51.207744,20,26,22,0.15384615384615385,NA
emergencia,adulto,PA Bom Jesus,9,2020-05-14,-30.043194,-51.153916,20,7,-2,1.2857142857142858,NA
emergencia,adulto,PA Cruzeiro do Sul,7,2020-05-14,-30.069603,-51.216537,20,12,5,0.5833333333333334,NA
emergencia,adulto,PA Lomba do Pinheiro,14,2020-05-14,-30.110731,-51.110188,20,9,-5,1.5555555555555556,NA
emergencia,adulto,UPA Zona Norte,16,2020-05-14,-30.009546,-51.146056,20,17,1,0.9411764705882353,NA
emergencia,pediatrico,HCPA,3,2020-05-14,-30.038435,-51.206637,20,9,6,0.3333333333333333,NA
emergencia,pediatrico,Hospital Conceição,5,2020-05-14,-30.01587,-51.158236,20,16,11,0.3125,NA
emergencia,pediatrico,Hospital Santa Casa,2,2020-05-14,-30.030803,-51.221512,20,11,9,0.18181818181818182,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-14,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,2,2020-05-14,-30.029525,-51.214865,20,8,6,0.25,NA
emergencia,pediatrico,Hospital Restinga,0,2020-05-14,-30.142524,-51.128803,20,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-05-14,-30.043194,-51.153916,20,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-14,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-05-14,-30.110731,-51.110188,20,4,3,0.25,NA
uti,adulto,Hospital Conceição,49,2020-05-14,-30.01587,-51.158236,20,69,20,0.7101449275362319,8
uti,adulto,HCPA,66,2020-05-14,-30.038435,-51.206637,20,102,36,0.6470588235294118,11
uti,adulto,Hospital Santa Casa,79,2020-05-14,-30.030803,-51.221512,20,87,8,0.9080459770114943,0
uti,adulto,Hospital São Lucas,45,2020-05-14,-30.055122,-51.173819,20,59,14,0.7627118644067796,3
uti,adulto,Hospital Cristo Redentor,29,2020-05-14,-30.010102,-51.15926,20,47,18,0.6170212765957447,0
uti,adulto,Hospital Moinhos de Vento,40,2020-05-14,-30.02552,-51.20842,20,56,16,0.7142857142857143,4
uti,adulto,Hospital Ernesto Dornelles,30,2020-05-14,-30.047509,-51.212131,20,40,10,0.75,7
uti,adulto,Hospital Vila Nova,15,2020-05-14,-30.119308,-51.207744,20,20,5,0.75,0
uti,adulto,HPS,16,2020-05-14,-30.036874,-51.209282,20,20,4,0.8,0
uti,adulto,HospitaL Independência,8,2020-05-14,-30.061051,-51.149073,20,10,2,0.8,0
uti,adulto,Hospital Femina,3,2020-05-14,-30.029239,-51.206848,20,4,1,0.75,0
uti,adulto,Hospital Divina Providência,16,2020-05-14,-30.084428,-51.18839,20,16,0,1,2
uti,adulto,Hospital Restinga,9,2020-05-14,-30.142524,-51.128803,20,10,1,0.9,0
uti,adulto,Hospital Santa Ana,7,2020-05-14,-30.086664,-51.20689,20,10,3,0.7,0
uti,adulto,Hospital Mãe de Deus,28,2020-05-14,-30.058845,-51.228945,20,60,32,0.4666666666666667,0
uti,adulto,Hospital Porto Alegre,7,2020-05-14,-30.04475,-51.21856,20,7,0,1,1
uti,pediatrico,Hospital Santa Casa,34,2020-05-14,-30.030803,-51.221512,20,37,3,0.918918918918919,0
uti,pediatrico,HCPA,10,2020-05-14,-30.038435,-51.206637,20,13,3,0.7692307692307693,0
uti,pediatrico,HPS,2,2020-05-14,-30.036874,-51.209282,20,8,6,0.25,0
uti,pediatrico,Hospital Moinhos de Vento,6,2020-05-14,-30.02552,-51.20842,20,11,5,0.5454545454545454,0
uti,pediatrico,Hospital Conceição,11,2020-05-14,-30.01587,-51.158236,20,18,7,0.6111111111111112,0
uti,pediatrico,HMIPV,4,2020-05-14,-30.029525,-51.214865,20,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,42,2020-05-15,-30.038435,-51.206637,20,41,-1,1.024390243902439,NA
emergencia,adulto,Hospital Conceição,19,2020-05-15,-30.01587,-51.158236,20,64,45,0.296875,NA
emergencia,adulto,Instituto de Cardiologia,18,2020-05-15,-30.049092,-51.20903,20,21,3,0.8571428571428571,NA
emergencia,adulto,Hospital Santa Casa,29,2020-05-15,-30.030803,-51.221512,20,24,-5,1.2083333333333333,NA
emergencia,adulto,Hospital São Lucas,8,2020-05-15,-30.055122,-51.173819,20,17,9,0.47058823529411764,NA
emergencia,adulto,Hospital Restinga,13,2020-05-15,-30.142524,-51.128803,20,18,5,0.7222222222222222,NA
emergencia,adulto,Hospital Vila Nova,2,2020-05-15,-30.119308,-51.207744,20,26,24,0.07692307692307693,NA
emergencia,adulto,PA Bom Jesus,16,2020-05-15,-30.043194,-51.153916,20,7,-9,2.2857142857142856,NA
emergencia,adulto,PA Cruzeiro do Sul,12,2020-05-15,-30.069603,-51.216537,20,12,0,1,NA
emergencia,adulto,PA Lomba do Pinheiro,0,2020-05-15,-30.110731,-51.110188,20,9,9,0,NA
emergencia,adulto,UPA Zona Norte,15,2020-05-15,-30.009546,-51.146056,20,17,2,0.8823529411764706,NA
emergencia,pediatrico,HCPA,4,2020-05-15,-30.038435,-51.206637,20,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,3,2020-05-15,-30.01587,-51.158236,20,16,13,0.1875,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-05-15,-30.030803,-51.221512,20,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-05-15,-30.055122,-51.173819,20,4,4,0,NA
emergencia,pediatrico,HMIPV,2,2020-05-15,-30.029525,-51.214865,20,8,6,0.25,NA
emergencia,pediatrico,Hospital Restinga,1,2020-05-15,-30.142524,-51.128803,20,6,5,0.16666666666666666,NA
emergencia,pediatrico,PA Bom Jesus,0,2020-05-15,-30.043194,-51.153916,20,5,5,0,NA
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-05-15,-30.069603,-51.216537,20,9,9,0,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-05-15,-30.110731,-51.110188,20,4,4,0,NA
uti,adulto,Hospital Conceição,53,2020-05-15,-30.01587,-51.158236,20,69,16,0.7681159420289855,9
uti,adulto,HCPA,72,2020-05-15,-30.038435,-51.206637,20,102,30,0.7058823529411765,14
uti,adulto,Hospital Santa Casa,75,2020-05-15,-30.030803,-51.221512,20,87,12,0.8620689655172413,0
uti,adulto,Hospital São Lucas,50,2020-05-15,-30.055122,-51.173819,20,59,9,0.847457627118644,3
uti,adulto,Hospital Cristo Redentor,28,2020-05-15,-30.010102,-51.15926,20,47,19,0.5957446808510638,0
uti,adulto,Hospital Moinhos de Vento,49,2020-05-15,-30.02552,-51.20842,20,56,7,0.875,0
uti,adulto,Hospital Ernesto Dornelles,31,2020-05-15,-30.047509,-51.212131,20,40,9,0.775,7
uti,adulto,Hospital Vila Nova,16,2020-05-15,-30.119308,-51.207744,20,20,4,0.8,0
uti,adulto,HPS,15,2020-05-15,-30.036874,-51.209282,20,20,5,0.75,0
uti,adulto,HospitaL Independência,9,2020-05-15,-30.061051,-51.149073,20,10,1,0.9,0
uti,adulto,Hospital Femina,3,2020-05-15,-30.029239,-51.206848,20,4,1,0.75,0
uti,adulto,Hospital Divina Providência,14,2020-05-15,-30.084428,-51.18839,20,16,2,0.875,2
uti,adulto,Hospital Restinga,9,2020-05-15,-30.142524,-51.128803,20,10,1,0.9,0
uti,adulto,Hospital Santa Ana,7,2020-05-15,-30.086664,-51.20689,20,10,3,0.7,0
uti,adulto,Hospital Mãe de Deus,29,2020-05-15,-30.058845,-51.228945,20,60,31,0.48333333333333334,0
uti,adulto,Hospital Porto Alegre,7,2020-05-15,-30.04475,-51.21856,20,7,0,1,1
uti,pediatrico,Hospital Santa Casa,34,2020-05-15,-30.030803,-51.221512,20,37,3,0.918918918918919,0
uti,pediatrico,HCPA,9,2020-05-15,-30.038435,-51.206637,20,13,4,0.6923076923076923,0
uti,pediatrico,HPS,1,2020-05-15,-30.036874,-51.209282,20,8,7,0.125,0
uti,pediatrico,Hospital Moinhos de Vento,6,2020-05-15,-30.02552,-51.20842,20,11,5,0.5454545454545454,0
uti,pediatrico,Hospital Conceição,11,2020-05-15,-30.01587,-51.158236,20,18,7,0.6111111111111112,0
uti,pediatrico,HMIPV,3,2020-05-15,-30.029525,-51.214865,20,12,9,0.25,0
emergencia,adulto,HCPA,44,2020-05-16,-30.038435,-51.206637,20,41,-3,1.0731707317073171,NA
emergencia,adulto,Hospital Conceição,28,2020-05-16,-30.01587,-51.158236,20,64,36,0.4375,NA
emergencia,adulto,Instituto de Cardiologia,18,2020-05-16,-30.049092,-51.20903,20,21,3,0.8571428571428571,NA
emergencia,adulto,Hospital Santa Casa,12,2020-05-16,-30.030803,-51.221512,20,24,12,0.5,NA
emergencia,adulto,Hospital São Lucas,8,2020-05-16,-30.055122,-51.173819,20,17,9,0.47058823529411764,NA
