tipo,classe,local,internados,data_atualizacao,lat,long,leitos_total,leitos_disponiveis,lotacao,leitos_covid,semana_epidemiologica
uti,adulto,Hospital Cristo Redentor,39,2020-06-27,-30.010102,-51.15926,39,0,1,0,26
uti,adulto,Hospital Vila Nova,18,2020-06-27,-30.119308,-51.207744,20,2,0.9,1,26
uti,adulto,HPS,13,2020-06-27,-30.036874,-51.209282,20,7,0.65,0,26
uti,adulto,HospitaL Independência,9,2020-06-27,-30.061051,-51.149073,10,1,0.9,0,26
uti,adulto,Hospital Femina,4,2020-06-27,-30.029239,-51.206848,6,2,0.6666666666666666,0,26
uti,adulto,Hospital Restinga,10,2020-06-27,-30.142524,-51.128803,10,0,1,0,26
uti,adulto,Hospital Santa Ana,7,2020-06-27,-30.086664,-51.20689,10,3,0.7,0,26
uti,pediatrico,Hospital Santa Casa,32,2020-06-27,-30.030803,-51.221512,37,5,0.8648648648648649,0,26
uti,pediatrico,HCPA,10,2020-06-27,-30.038435,-51.206637,13,3,0.7692307692307693,0,26
uti,pediatrico,Instituto de Cardiologia,3,2020-06-27,-30.049092,-51.20903,10,7,0.3,0,26
uti,pediatrico,HPS,6,2020-06-27,-30.036874,-51.209282,8,2,0.75,0,26
uti,pediatrico,Hospital Moinhos de Vento,8,2020-06-27,-30.02552,-51.20842,11,3,0.7272727272727273,0,26
uti,pediatrico,Hospital Conceição,8,2020-06-27,-30.01587,-51.158236,18,10,0.4444444444444444,0,26
uti,pediatrico,HMIPV,4,2020-06-27,-30.029525,-51.214865,12,8,0.3333333333333333,0,26
emergencia,adulto,HCPA,34,2020-06-28,-30.038435,-51.206637,41,7,0.8292682926829268,NA,27
emergencia,adulto,Hospital Conceição,43,2020-06-28,-30.01587,-51.158236,64,21,0.671875,NA,27
emergencia,adulto,Instituto de Cardiologia,17,2020-06-28,-30.049092,-51.20903,21,4,0.8095238095238095,NA,27
emergencia,adulto,Hospital Santa Casa,15,2020-06-28,-30.030803,-51.221512,24,9,0.625,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-06-28,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,11,2020-06-28,-30.142524,-51.128803,18,7,0.6111111111111112,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-06-28,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,0,2020-06-28,-30.043194,-51.153916,7,7,0,NA,27
emergencia,adulto,PA Cruzeiro do Sul,0,2020-06-28,-30.069603,-51.216537,12,12,0,NA,27
emergencia,adulto,PA Lomba do Pinheiro,0,2020-06-28,-30.110731,-51.110188,9,9,0,NA,27
emergencia,adulto,UPA Zona Norte,16,2020-06-28,-30.009546,-51.146056,17,1,0.9411764705882353,NA,27
emergencia,pediatrico,HCPA,2,2020-06-28,-30.038435,-51.206637,9,7,0.2222222222222222,NA,27
emergencia,pediatrico,Hospital Conceição,7,2020-06-28,-30.01587,-51.158236,16,9,0.4375,NA,27
emergencia,pediatrico,Hospital Santa Casa,3,2020-06-28,-30.030803,-51.221512,11,8,0.2727272727272727,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-06-28,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,2,2020-06-28,-30.029525,-51.214865,8,6,0.25,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-06-28,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,0,2020-06-28,-30.043194,-51.153916,5,5,0,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-06-28,-30.069603,-51.216537,9,8,0.1111111111111111,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-28,-30.110731,-51.110188,4,4,0,NA,27
uti,adulto,Instituto de Cardiologia,28,2020-06-28,-30.049092,-51.20903,48,20,0.5833333333333334,0,27
uti,adulto,HCPA,106,2020-06-28,-30.038435,-51.206637,133,27,0.7969924812030075,52,27
uti,adulto,Hospital Conceição,62,2020-06-28,-30.01587,-51.158236,75,13,0.8266666666666667,27,27
uti,adulto,Hospital Moinhos de Vento,50,2020-06-28,-30.02552,-51.20842,56,6,0.8928571428571429,12,27
uti,adulto,Hospital Santa Casa,61,2020-06-28,-30.030803,-51.221512,101,40,0.6039603960396039,10,27
uti,adulto,Hospital São Lucas,35,2020-06-28,-30.055122,-51.173819,59,24,0.5932203389830508,13,27
uti,adulto,Hospital Mãe de Deus,39,2020-06-28,-30.058845,-51.228945,55,16,0.7090909090909091,11,27
uti,adulto,Hospital Ernesto Dornelles,35,2020-06-28,-30.047509,-51.212131,40,5,0.875,6,27
uti,adulto,Hospital Divina Providência,17,2020-06-28,-30.084428,-51.18839,21,4,0.8095238095238095,3,27
uti,adulto,Hospital Porto Alegre,7,2020-06-28,-30.04475,-51.21856,7,0,1,1,27
uti,adulto,Hospital Cristo Redentor,37,2020-06-28,-30.010102,-51.15926,39,2,0.9487179487179487,0,27
uti,adulto,Hospital Vila Nova,18,2020-06-28,-30.119308,-51.207744,20,2,0.9,2,27
uti,adulto,HPS,14,2020-06-28,-30.036874,-51.209282,20,6,0.7,0,27
uti,adulto,HospitaL Independência,9,2020-06-28,-30.061051,-51.149073,10,1,0.9,0,27
uti,adulto,Hospital Femina,4,2020-06-28,-30.029239,-51.206848,6,2,0.6666666666666666,0,27
uti,adulto,Hospital Restinga,10,2020-06-28,-30.142524,-51.128803,10,0,1,0,27
uti,adulto,Hospital Santa Ana,5,2020-06-28,-30.086664,-51.20689,10,5,0.5,0,27
uti,pediatrico,Hospital Santa Casa,30,2020-06-28,-30.030803,-51.221512,37,7,0.8108108108108109,0,27
uti,pediatrico,HCPA,8,2020-06-28,-30.038435,-51.206637,13,5,0.6153846153846154,0,27
uti,pediatrico,Instituto de Cardiologia,3,2020-06-28,-30.049092,-51.20903,10,7,0.3,0,27
uti,pediatrico,HPS,7,2020-06-28,-30.036874,-51.209282,8,1,0.875,0,27
uti,pediatrico,Hospital Moinhos de Vento,7,2020-06-28,-30.02552,-51.20842,11,4,0.6363636363636364,0,27
uti,pediatrico,Hospital Conceição,8,2020-06-28,-30.01587,-51.158236,18,10,0.4444444444444444,0,27
uti,pediatrico,HMIPV,4,2020-06-28,-30.029525,-51.214865,12,8,0.3333333333333333,0,27
emergencia,adulto,HCPA,40,2020-06-29,-30.038435,-51.206637,41,1,0.975609756097561,NA,27
emergencia,adulto,Hospital Conceição,52,2020-06-29,-30.01587,-51.158236,64,12,0.8125,NA,27
emergencia,adulto,Instituto de Cardiologia,22,2020-06-29,-30.049092,-51.20903,21,-1,1.0476190476190477,NA,27
emergencia,adulto,Hospital Santa Casa,22,2020-06-29,-30.030803,-51.221512,24,2,0.9166666666666666,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-06-29,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,9,2020-06-29,-30.142524,-51.128803,18,9,0.5,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-06-29,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,0,2020-06-29,-30.043194,-51.153916,7,7,0,NA,27
emergencia,adulto,PA Cruzeiro do Sul,10,2020-06-29,-30.069603,-51.216537,12,2,0.8333333333333334,NA,27
emergencia,adulto,PA Lomba do Pinheiro,7,2020-06-29,-30.110731,-51.110188,9,2,0.7777777777777778,NA,27
emergencia,adulto,UPA Zona Norte,15,2020-06-29,-30.009546,-51.146056,17,2,0.8823529411764706,NA,27
emergencia,pediatrico,HCPA,6,2020-06-29,-30.038435,-51.206637,9,3,0.6666666666666666,NA,27
emergencia,pediatrico,Hospital Conceição,4,2020-06-29,-30.01587,-51.158236,16,12,0.25,NA,27
emergencia,pediatrico,Hospital Santa Casa,1,2020-06-29,-30.030803,-51.221512,11,10,0.09090909090909091,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-06-29,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,6,2020-06-29,-30.029525,-51.214865,8,2,0.75,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-06-29,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,1,2020-06-29,-30.043194,-51.153916,5,4,0.2,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,3,2020-06-29,-30.069603,-51.216537,9,6,0.3333333333333333,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-06-29,-30.110731,-51.110188,4,3,0.25,NA,27
uti,adulto,Instituto de Cardiologia,33,2020-06-29,-30.049092,-51.20903,48,15,0.6875,0,27
uti,adulto,HCPA,105,2020-06-29,-30.038435,-51.206637,135,30,0.7777777777777778,56,27
uti,adulto,Hospital Conceição,65,2020-06-29,-30.01587,-51.158236,75,10,0.8666666666666667,29,27
uti,adulto,Hospital Moinhos de Vento,53,2020-06-29,-30.02552,-51.20842,56,3,0.9464285714285714,14,27
uti,adulto,Hospital Santa Casa,61,2020-06-29,-30.030803,-51.221512,101,40,0.6039603960396039,11,27
uti,adulto,Hospital São Lucas,35,2020-06-29,-30.055122,-51.173819,59,24,0.5932203389830508,11,27
uti,adulto,Hospital Mãe de Deus,44,2020-06-29,-30.058845,-51.228945,55,11,0.8,11,27
uti,adulto,Hospital Ernesto Dornelles,36,2020-06-29,-30.047509,-51.212131,40,4,0.9,6,27
uti,adulto,Hospital Divina Providência,16,2020-06-29,-30.084428,-51.18839,21,5,0.7619047619047619,3,27
uti,adulto,Hospital Porto Alegre,7,2020-06-29,-30.04475,-51.21856,7,0,1,2,27
uti,adulto,Hospital Cristo Redentor,37,2020-06-29,-30.010102,-51.15926,39,2,0.9487179487179487,0,27
uti,adulto,Hospital Vila Nova,18,2020-06-29,-30.119308,-51.207744,20,2,0.9,3,27
uti,adulto,HPS,14,2020-06-29,-30.036874,-51.209282,20,6,0.7,0,27
uti,adulto,HospitaL Independência,7,2020-06-29,-30.061051,-51.149073,10,3,0.7,0,27
uti,adulto,Hospital Femina,4,2020-06-29,-30.029239,-51.206848,6,2,0.6666666666666666,0,27
uti,adulto,Hospital Restinga,10,2020-06-29,-30.142524,-51.128803,10,0,1,0,27
uti,adulto,Hospital Santa Ana,6,2020-06-29,-30.086664,-51.20689,10,4,0.6,0,27
uti,pediatrico,Hospital Santa Casa,29,2020-06-29,-30.030803,-51.221512,37,8,0.7837837837837838,0,27
uti,pediatrico,HCPA,10,2020-06-29,-30.038435,-51.206637,13,3,0.7692307692307693,0,27
uti,pediatrico,Instituto de Cardiologia,4,2020-06-29,-30.049092,-51.20903,10,6,0.4,0,27
uti,pediatrico,HPS,7,2020-06-29,-30.036874,-51.209282,8,1,0.875,0,27
uti,pediatrico,Hospital Moinhos de Vento,7,2020-06-29,-30.02552,-51.20842,11,4,0.6363636363636364,0,27
uti,pediatrico,Hospital Conceição,8,2020-06-29,-30.01587,-51.158236,18,10,0.4444444444444444,0,27
uti,pediatrico,HMIPV,4,2020-06-29,-30.029525,-51.214865,12,8,0.3333333333333333,0,27
emergencia,adulto,HCPA,33,2020-06-30,-30.038435,-51.206637,41,8,0.8048780487804879,NA,27
emergencia,adulto,Hospital Conceição,44,2020-06-30,-30.01587,-51.158236,64,20,0.6875,NA,27
emergencia,adulto,Instituto de Cardiologia,23,2020-06-30,-30.049092,-51.20903,21,-2,1.0952380952380953,NA,27
emergencia,adulto,Hospital Santa Casa,22,2020-06-30,-30.030803,-51.221512,24,2,0.9166666666666666,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-06-30,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,16,2020-06-30,-30.142524,-51.128803,18,2,0.8888888888888888,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-06-30,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,0,2020-06-30,-30.043194,-51.153916,7,7,0,NA,27
emergencia,adulto,PA Cruzeiro do Sul,13,2020-06-30,-30.069603,-51.216537,12,-1,1.0833333333333333,NA,27
emergencia,adulto,PA Lomba do Pinheiro,0,2020-06-30,-30.110731,-51.110188,9,9,0,NA,27
emergencia,adulto,UPA Zona Norte,11,2020-06-30,-30.009546,-51.146056,17,6,0.6470588235294118,NA,27
emergencia,pediatrico,HCPA,4,2020-06-30,-30.038435,-51.206637,9,5,0.4444444444444444,NA,27
emergencia,pediatrico,Hospital Conceição,3,2020-06-30,-30.01587,-51.158236,16,13,0.1875,NA,27
emergencia,pediatrico,Hospital Santa Casa,2,2020-06-30,-30.030803,-51.221512,11,9,0.18181818181818182,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-06-30,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,1,2020-06-30,-30.029525,-51.214865,8,7,0.125,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-06-30,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,1,2020-06-30,-30.043194,-51.153916,5,4,0.2,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-06-30,-30.069603,-51.216537,9,8,0.1111111111111111,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-30,-30.110731,-51.110188,4,4,0,NA,27
uti,adulto,Instituto de Cardiologia,31,2020-06-30,-30.049092,-51.20903,48,17,0.6458333333333334,0,27
uti,adulto,HCPA,106,2020-06-30,-30.038435,-51.206637,127,21,0.8346456692913385,48,27
uti,adulto,Hospital Conceição,71,2020-06-30,-30.01587,-51.158236,75,4,0.9466666666666667,31,27
uti,adulto,Hospital Moinhos de Vento,55,2020-06-30,-30.02552,-51.20842,56,1,0.9821428571428571,16,27
uti,adulto,Hospital Santa Casa,67,2020-06-30,-30.030803,-51.221512,101,34,0.6633663366336634,11,27
uti,adulto,Hospital São Lucas,37,2020-06-30,-30.055122,-51.173819,59,22,0.6271186440677966,13,27
uti,adulto,Hospital Mãe de Deus,48,2020-06-30,-30.058845,-51.228945,55,7,0.8727272727272727,4,27
uti,adulto,Hospital Ernesto Dornelles,34,2020-06-30,-30.047509,-51.212131,40,6,0.85,7,27
uti,adulto,Hospital Divina Providência,16,2020-06-30,-30.084428,-51.18839,20,4,0.8,3,27
uti,adulto,Hospital Porto Alegre,7,2020-06-30,-30.04475,-51.21856,7,0,1,2,27
uti,adulto,Hospital Cristo Redentor,39,2020-06-30,-30.010102,-51.15926,39,0,1,0,27
uti,adulto,Hospital Vila Nova,16,2020-06-30,-30.119308,-51.207744,20,4,0.8,2,27
uti,adulto,HPS,16,2020-06-30,-30.036874,-51.209282,20,4,0.8,0,27
uti,adulto,HospitaL Independência,9,2020-06-30,-30.061051,-51.149073,10,1,0.9,0,27
uti,adulto,Hospital Femina,4,2020-06-30,-30.029239,-51.206848,6,2,0.6666666666666666,0,27
uti,adulto,Hospital Restinga,10,2020-06-30,-30.142524,-51.128803,10,0,1,0,27
uti,adulto,Hospital Santa Ana,8,2020-06-30,-30.086664,-51.20689,10,2,0.8,0,27
uti,pediatrico,Hospital Santa Casa,33,2020-06-30,-30.030803,-51.221512,37,4,0.8918918918918919,0,27
uti,pediatrico,HCPA,11,2020-06-30,-30.038435,-51.206637,13,2,0.8461538461538461,0,27
uti,pediatrico,Instituto de Cardiologia,6,2020-06-30,-30.049092,-51.20903,10,4,0.6,0,27
uti,pediatrico,HPS,7,2020-06-30,-30.036874,-51.209282,8,1,0.875,0,27
uti,pediatrico,Hospital Moinhos de Vento,7,2020-06-30,-30.02552,-51.20842,11,4,0.6363636363636364,0,27
uti,pediatrico,Hospital Conceição,8,2020-06-30,-30.01587,-51.158236,18,10,0.4444444444444444,0,27
uti,pediatrico,HMIPV,5,2020-06-30,-30.029525,-51.214865,12,7,0.4166666666666667,0,27
emergencia,adulto,HCPA,40,2020-07-01,-30.038435,-51.206637,41,1,0.975609756097561,NA,27
emergencia,adulto,Hospital Conceição,52,2020-07-01,-30.01587,-51.158236,64,12,0.8125,NA,27
emergencia,adulto,Instituto de Cardiologia,22,2020-07-01,-30.049092,-51.20903,21,-1,1.0476190476190477,NA,27
emergencia,adulto,Hospital Santa Casa,20,2020-07-01,-30.030803,-51.221512,24,4,0.8333333333333334,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-07-01,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,14,2020-07-01,-30.142524,-51.128803,18,4,0.7777777777777778,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-07-01,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,12,2020-07-01,-30.043194,-51.153916,7,-5,1.7142857142857142,NA,27
emergencia,adulto,PA Cruzeiro do Sul,9,2020-07-01,-30.069603,-51.216537,12,3,0.75,NA,27
emergencia,adulto,PA Lomba do Pinheiro,6,2020-07-01,-30.110731,-51.110188,9,3,0.6666666666666666,NA,27
emergencia,adulto,UPA Zona Norte,8,2020-07-01,-30.009546,-51.146056,17,9,0.47058823529411764,NA,27
emergencia,pediatrico,HCPA,4,2020-07-01,-30.038435,-51.206637,9,5,0.4444444444444444,NA,27
emergencia,pediatrico,Hospital Conceição,6,2020-07-01,-30.01587,-51.158236,16,10,0.375,NA,27
emergencia,pediatrico,Hospital Santa Casa,3,2020-07-01,-30.030803,-51.221512,11,8,0.2727272727272727,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-07-01,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,1,2020-07-01,-30.029525,-51.214865,8,7,0.125,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-07-01,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,1,2020-07-01,-30.043194,-51.153916,5,4,0.2,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-07-01,-30.069603,-51.216537,9,8,0.1111111111111111,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,2,2020-07-01,-30.110731,-51.110188,4,2,0.5,NA,27
uti,adulto,Instituto de Cardiologia,27,2020-07-01,-30.049092,-51.20903,48,21,0.5625,1,27
uti,adulto,HCPA,97,2020-07-01,-30.038435,-51.206637,132,35,0.7348484848484849,51,27
uti,adulto,Hospital Conceição,71,2020-07-01,-30.01587,-51.158236,75,4,0.9466666666666667,33,27
uti,adulto,Hospital Moinhos de Vento,58,2020-07-01,-30.02552,-51.20842,59,1,0.9830508474576272,17,27
uti,adulto,Hospital Santa Casa,74,2020-07-01,-30.030803,-51.221512,101,27,0.7326732673267327,14,27
uti,adulto,Hospital São Lucas,29,2020-07-01,-30.055122,-51.173819,49,20,0.5918367346938775,13,27
uti,adulto,Hospital Mãe de Deus,45,2020-07-01,-30.058845,-51.228945,55,10,0.8181818181818182,2,27
uti,adulto,Hospital Ernesto Dornelles,31,2020-07-01,-30.047509,-51.212131,40,9,0.775,6,27
uti,adulto,Hospital Divina Providência,14,2020-07-01,-30.084428,-51.18839,21,7,0.6666666666666666,3,27
uti,adulto,Hospital Porto Alegre,6,2020-07-01,-30.04475,-51.21856,7,1,0.8571428571428571,1,27
uti,adulto,Hospital Cristo Redentor,37,2020-07-01,-30.010102,-51.15926,39,2,0.9487179487179487,0,27
uti,adulto,Hospital Vila Nova,16,2020-07-01,-30.119308,-51.207744,20,4,0.8,2,27
uti,adulto,HPS,13,2020-07-01,-30.036874,-51.209282,20,7,0.65,0,27
uti,adulto,HospitaL Independência,9,2020-07-01,-30.061051,-51.149073,10,1,0.9,0,27
uti,adulto,Hospital Femina,4,2020-07-01,-30.029239,-51.206848,6,2,0.6666666666666666,0,27
uti,adulto,Hospital Restinga,10,2020-07-01,-30.142524,-51.128803,10,0,1,0,27
uti,adulto,Hospital Santa Ana,7,2020-07-01,-30.086664,-51.20689,10,3,0.7,0,27
uti,pediatrico,Hospital Santa Casa,32,2020-07-01,-30.030803,-51.221512,37,5,0.8648648648648649,0,27
uti,pediatrico,HCPA,11,2020-07-01,-30.038435,-51.206637,13,2,0.8461538461538461,0,27
uti,pediatrico,Instituto de Cardiologia,7,2020-07-01,-30.049092,-51.20903,10,3,0.7,0,27
uti,pediatrico,HPS,7,2020-07-01,-30.036874,-51.209282,8,1,0.875,0,27
uti,pediatrico,Hospital Moinhos de Vento,6,2020-07-01,-30.02552,-51.20842,11,5,0.5454545454545454,0,27
uti,pediatrico,Hospital Conceição,8,2020-07-01,-30.01587,-51.158236,18,10,0.4444444444444444,0,27
uti,pediatrico,HMIPV,5,2020-07-01,-30.029525,-51.214865,12,7,0.4166666666666667,0,27
emergencia,adulto,HCPA,30,2020-07-02,-30.038435,-51.206637,41,11,0.7317073170731707,NA,27
emergencia,adulto,Hospital Conceição,29,2020-07-02,-30.01587,-51.158236,64,35,0.453125,NA,27
emergencia,adulto,Instituto de Cardiologia,22,2020-07-02,-30.049092,-51.20903,21,-1,1.0476190476190477,NA,27
emergencia,adulto,Hospital Santa Casa,12,2020-07-02,-30.030803,-51.221512,24,12,0.5,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-07-02,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,20,2020-07-02,-30.142524,-51.128803,18,-2,1.1111111111111112,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-07-02,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,8,2020-07-02,-30.043194,-51.153916,7,-1,1.1428571428571428,NA,27
emergencia,adulto,PA Cruzeiro do Sul,12,2020-07-02,-30.069603,-51.216537,12,0,1,NA,27
emergencia,adulto,PA Lomba do Pinheiro,5,2020-07-02,-30.110731,-51.110188,9,4,0.5555555555555556,NA,27
emergencia,adulto,UPA Zona Norte,8,2020-07-02,-30.009546,-51.146056,17,9,0.47058823529411764,NA,27
emergencia,pediatrico,HCPA,4,2020-07-02,-30.038435,-51.206637,9,5,0.4444444444444444,NA,27
emergencia,pediatrico,Hospital Conceição,3,2020-07-02,-30.01587,-51.158236,16,13,0.1875,NA,27
emergencia,pediatrico,Hospital Santa Casa,4,2020-07-02,-30.030803,-51.221512,11,7,0.36363636363636365,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-07-02,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,3,2020-07-02,-30.029525,-51.214865,8,5,0.375,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-07-02,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,0,2020-07-02,-30.043194,-51.153916,5,5,0,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-07-02,-30.069603,-51.216537,9,9,0,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-07-02,-30.110731,-51.110188,4,4,0,NA,27
uti,adulto,Instituto de Cardiologia,32,2020-07-02,-30.049092,-51.20903,48,16,0.6666666666666666,1,27
uti,adulto,HCPA,112,2020-07-02,-30.038435,-51.206637,132,20,0.8484848484848485,55,27
uti,adulto,Hospital Conceição,70,2020-07-02,-30.01587,-51.158236,75,5,0.9333333333333333,34,27
uti,adulto,Hospital Moinhos de Vento,53,2020-07-02,-30.02552,-51.20842,59,6,0.8983050847457628,17,27
uti,adulto,Hospital Santa Casa,83,2020-07-02,-30.030803,-51.221512,101,18,0.8217821782178217,17,27
uti,adulto,Hospital São Lucas,35,2020-07-02,-30.055122,-51.173819,49,14,0.7142857142857143,17,27
uti,adulto,Hospital Mãe de Deus,45,2020-07-02,-30.058845,-51.228945,55,10,0.8181818181818182,10,27
uti,adulto,Hospital Ernesto Dornelles,31,2020-07-02,-30.047509,-51.212131,40,9,0.775,6,27
uti,adulto,Hospital Divina Providência,17,2020-07-02,-30.084428,-51.18839,21,4,0.8095238095238095,4,27
uti,adulto,Hospital Porto Alegre,7,2020-07-02,-30.04475,-51.21856,7,0,1,2,27
uti,adulto,Hospital Cristo Redentor,36,2020-07-02,-30.010102,-51.15926,39,3,0.9230769230769231,0,27
uti,adulto,Hospital Vila Nova,14,2020-07-02,-30.119308,-51.207744,20,6,0.7,1,27
uti,adulto,HPS,13,2020-07-02,-30.036874,-51.209282,20,7,0.65,0,27
uti,adulto,HospitaL Independência,6,2020-07-02,-30.061051,-51.149073,10,4,0.6,1,27
uti,adulto,Hospital Femina,4,2020-07-02,-30.029239,-51.206848,6,2,0.6666666666666666,0,27
uti,adulto,Hospital Restinga,10,2020-07-02,-30.142524,-51.128803,10,0,1,0,27
uti,adulto,Hospital Santa Ana,6,2020-07-02,-30.086664,-51.20689,10,4,0.6,0,27
uti,pediatrico,Hospital Santa Casa,31,2020-07-02,-30.030803,-51.221512,37,6,0.8378378378378378,0,27
uti,pediatrico,HCPA,11,2020-07-02,-30.038435,-51.206637,13,2,0.8461538461538461,0,27
uti,pediatrico,Instituto de Cardiologia,7,2020-07-02,-30.049092,-51.20903,10,3,0.7,0,27
uti,pediatrico,HPS,6,2020-07-02,-30.036874,-51.209282,8,2,0.75,0,27
uti,pediatrico,Hospital Moinhos de Vento,8,2020-07-02,-30.02552,-51.20842,11,3,0.7272727272727273,0,27
uti,pediatrico,Hospital Conceição,8,2020-07-02,-30.01587,-51.158236,18,10,0.4444444444444444,0,27
uti,pediatrico,HMIPV,6,2020-07-02,-30.029525,-51.214865,12,6,0.5,0,27
emergencia,adulto,HCPA,29,2020-07-03,-30.038435,-51.206637,41,12,0.7073170731707317,NA,27
emergencia,adulto,Hospital Conceição,38,2020-07-03,-30.01587,-51.158236,64,26,0.59375,NA,27
emergencia,adulto,Instituto de Cardiologia,20,2020-07-03,-30.049092,-51.20903,21,1,0.9523809523809523,NA,27
emergencia,adulto,Hospital Santa Casa,14,2020-07-03,-30.030803,-51.221512,24,10,0.5833333333333334,NA,27
emergencia,adulto,Hospital São Lucas,16,2020-07-03,-30.055122,-51.173819,17,1,0.9411764705882353,NA,27
emergencia,adulto,Hospital Restinga,14,2020-07-03,-30.142524,-51.128803,18,4,0.7777777777777778,NA,27
emergencia,adulto,Hospital Vila Nova,0,2020-07-03,-30.119308,-51.207744,26,26,0,NA,27
emergencia,adulto,PA Bom Jesus,13,2020-07-03,-30.043194,-51.153916,7,-6,1.8571428571428572,NA,27
emergencia,adulto,PA Cruzeiro do Sul,12,2020-07-03,-30.069603,-51.216537,12,0,1,NA,27
emergencia,adulto,PA Lomba do Pinheiro,5,2020-07-03,-30.110731,-51.110188,9,4,0.5555555555555556,NA,27
emergencia,adulto,UPA Zona Norte,22,2020-07-03,-30.009546,-51.146056,17,-5,1.2941176470588236,NA,27
emergencia,pediatrico,HCPA,6,2020-07-03,-30.038435,-51.206637,9,3,0.6666666666666666,NA,27
emergencia,pediatrico,Hospital Conceição,6,2020-07-03,-30.01587,-51.158236,16,10,0.375,NA,27
emergencia,pediatrico,Hospital Santa Casa,2,2020-07-03,-30.030803,-51.221512,11,9,0.18181818181818182,NA,27
emergencia,pediatrico,Hospital São Lucas,0,2020-07-03,-30.055122,-51.173819,4,4,0,NA,27
emergencia,pediatrico,HMIPV,1,2020-07-03,-30.029525,-51.214865,8,7,0.125,NA,27
emergencia,pediatrico,Hospital Restinga,0,2020-07-03,-30.142524,-51.128803,6,6,0,NA,27
emergencia,pediatrico,PA Bom Jesus,0,2020-07-03,-30.043194,-51.153916,5,5,0,NA,27
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-07-03,-30.069603,-51.216537,9,9,0,NA,27
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-07-03,-30.110731,-51.110188,4,4,0,NA,27
uti,adulto,Instituto de Cardiologia,35,2020-07-03,-30.049092,-51.20903,48,13,0.7291666666666666,1,27
