tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid,semana_epidemiologica
emergencia,pediatrico,HMIPV,9,1,2020-04-15,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-15,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-15,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-15,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-04-15,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,47,2020-04-15,-30.01587,-51.158236,6,16
uti,adulto,HCPA,82,34,2020-04-15,-30.038435,-51.206637,6,16
uti,adulto,Hospital Santa Casa,87,70,2020-04-15,-30.030803,-51.221512,1,16
uti,adulto,Hospital São Lucas,59,39,2020-04-15,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,43,20,2020-04-15,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,40,2020-04-15,-30.02552,-51.20842,15,16
uti,adulto,Hospital Ernesto Dornelles,20,15,2020-04-15,-30.047509,-51.212131,4,16
uti,adulto,Hospital Vila Nova,20,18,2020-04-15,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,11,2020-04-15,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,8,2020-04-15,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,0,2020-04-15,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,9,2020-04-15,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,10,2020-04-15,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,5,2020-04-15,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,30,2020-04-15,-30.058845,-51.228945,3,16
uti,pediatrico,Hospital Santa Casa,37,37,2020-04-15,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,4,2020-04-15,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,9,2020-04-15,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,3,2020-04-15,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-04-15,-30.02552,-51.20842,0,16
uti,pediatrico,Hospital Conceição,18,5,2020-04-15,-30.01587,-51.158236,0,16
uti,pediatrico,HMIPV,6,2,2020-04-15,-30.029525,-51.214865,0,16
emergencia,adulto,HCPA,41,21,2020-04-16,-30.038435,-51.206637,NA,16
emergencia,adulto,Hospital Conceição,64,39,2020-04-16,-30.01587,-51.158236,NA,16
emergencia,adulto,Instituto de Cardiologia,21,19,2020-04-16,-30.049092,-51.20903,NA,16
emergencia,adulto,Hospital Santa Casa,24,11,2020-04-16,-30.030803,-51.221512,NA,16
emergencia,adulto,Hospital São Lucas,17,3,2020-04-16,-30.055122,-51.173819,NA,16
emergencia,adulto,Hospital Restinga,18,6,2020-04-16,-30.142524,-51.128803,NA,16
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-16,-30.119308,-51.207744,NA,16
emergencia,adulto,PA Bom Jesus,7,0,2020-04-16,-30.043194,-51.153916,NA,16
emergencia,adulto,PA Cruzeiro do Sul,12,6,2020-04-16,-30.069603,-51.216537,NA,16
emergencia,adulto,PA Lomba do Pinheiro,9,7,2020-04-16,-30.110731,-51.110188,NA,16
emergencia,adulto,UPA Zona Norte,17,9,2020-04-16,-30.009546,-51.146056,NA,16
emergencia,pediatrico,HCPA,9,3,2020-04-16,-30.038435,-51.206637,NA,16
emergencia,pediatrico,Hospital Conceição,16,4,2020-04-16,-30.01587,-51.158236,NA,16
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-16,-30.030803,-51.221512,NA,16
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-16,-30.055122,-51.173819,NA,16
emergencia,pediatrico,HMIPV,9,2,2020-04-16,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-16,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-16,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-16,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,4,2020-04-16,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,50,2020-04-16,-30.01587,-51.158236,5,16
uti,adulto,HCPA,82,51,2020-04-16,-30.038435,-51.206637,6,16
uti,adulto,Hospital Santa Casa,87,69,2020-04-16,-30.030803,-51.221512,2,16
uti,adulto,Hospital São Lucas,59,42,2020-04-16,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,47,23,2020-04-16,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,44,2020-04-16,-30.02552,-51.20842,15,16
uti,adulto,Hospital Ernesto Dornelles,20,13,2020-04-16,-30.047509,-51.212131,5,16
uti,adulto,Hospital Vila Nova,20,16,2020-04-16,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,8,2020-04-16,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,10,2020-04-16,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,1,2020-04-16,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,9,2020-04-16,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,10,2020-04-16,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,7,2020-04-16,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,30,2020-04-16,-30.058845,-51.228945,3,16
uti,pediatrico,Hospital Santa Casa,37,36,2020-04-16,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,4,2020-04-16,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,10,2020-04-16,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,4,2020-04-16,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-16,-30.02552,-51.20842,0,16
uti,pediatrico,Hospital Conceição,18,8,2020-04-16,-30.01587,-51.158236,0,16
uti,pediatrico,HMIPV,6,3,2020-04-16,-30.029525,-51.214865,0,16
emergencia,adulto,HCPA,41,17,2020-04-17,-30.038435,-51.206637,NA,16
emergencia,adulto,Hospital Conceição,64,32,2020-04-17,-30.01587,-51.158236,NA,16
emergencia,adulto,Instituto de Cardiologia,21,16,2020-04-17,-30.049092,-51.20903,NA,16
emergencia,adulto,Hospital Santa Casa,24,13,2020-04-17,-30.030803,-51.221512,NA,16
emergencia,adulto,Hospital São Lucas,17,3,2020-04-17,-30.055122,-51.173819,NA,16
emergencia,adulto,Hospital Restinga,18,8,2020-04-17,-30.142524,-51.128803,NA,16
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-17,-30.119308,-51.207744,NA,16
emergencia,adulto,PA Bom Jesus,7,7,2020-04-17,-30.043194,-51.153916,NA,16
emergencia,adulto,PA Cruzeiro do Sul,12,3,2020-04-17,-30.069603,-51.216537,NA,16
emergencia,adulto,PA Lomba do Pinheiro,9,2,2020-04-17,-30.110731,-51.110188,NA,16
emergencia,adulto,UPA Zona Norte,17,8,2020-04-17,-30.009546,-51.146056,NA,16
emergencia,pediatrico,HCPA,9,3,2020-04-17,-30.038435,-51.206637,NA,16
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-17,-30.01587,-51.158236,NA,16
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-04-17,-30.030803,-51.221512,NA,16
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-17,-30.055122,-51.173819,NA,16
emergencia,pediatrico,HMIPV,9,2,2020-04-17,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-17,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-17,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-17,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-04-17,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,48,2020-04-17,-30.01587,-51.158236,6,16
uti,adulto,HCPA,82,42,2020-04-17,-30.038435,-51.206637,6,16
uti,adulto,Hospital Santa Casa,87,69,2020-04-17,-30.030803,-51.221512,2,16
uti,adulto,Hospital São Lucas,59,33,2020-04-17,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,47,24,2020-04-17,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,39,2020-04-17,-30.02552,-51.20842,15,16
uti,adulto,Hospital Ernesto Dornelles,20,12,2020-04-17,-30.047509,-51.212131,5,16
uti,adulto,Hospital Vila Nova,20,18,2020-04-17,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,8,2020-04-17,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,8,2020-04-17,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,1,2020-04-17,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,11,2020-04-17,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,8,2020-04-17,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,5,2020-04-17,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,34,2020-04-17,-30.058845,-51.228945,3,16
uti,pediatrico,Hospital Santa Casa,57,35,2020-04-17,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,5,2020-04-17,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,10,2020-04-17,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,5,2020-04-17,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-17,-30.02552,-51.20842,0,16
uti,pediatrico,Hospital Conceição,18,8,2020-04-17,-30.01587,-51.158236,0,16
uti,pediatrico,HMIPV,6,3,2020-04-17,-30.029525,-51.214865,0,16
emergencia,adulto,HCPA,41,13,2020-04-18,-30.038435,-51.206637,NA,16
emergencia,adulto,Hospital Conceição,64,30,2020-04-18,-30.01587,-51.158236,NA,16
emergencia,adulto,Instituto de Cardiologia,21,24,2020-04-18,-30.049092,-51.20903,NA,16
emergencia,adulto,Hospital Santa Casa,24,23,2020-04-18,-30.030803,-51.221512,NA,16
emergencia,adulto,Hospital São Lucas,17,13,2020-04-18,-30.055122,-51.173819,NA,16
emergencia,adulto,Hospital Restinga,18,9,2020-04-18,-30.142524,-51.128803,NA,16
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-18,-30.119308,-51.207744,NA,16
emergencia,adulto,PA Bom Jesus,7,10,2020-04-18,-30.043194,-51.153916,NA,16
emergencia,adulto,PA Cruzeiro do Sul,12,0,2020-04-18,-30.069603,-51.216537,NA,16
emergencia,adulto,PA Lomba do Pinheiro,9,9,2020-04-18,-30.110731,-51.110188,NA,16
emergencia,adulto,UPA Zona Norte,17,9,2020-04-18,-30.009546,-51.146056,NA,16
emergencia,pediatrico,HCPA,9,4,2020-04-18,-30.038435,-51.206637,NA,16
emergencia,pediatrico,Hospital Conceição,16,0,2020-04-18,-30.01587,-51.158236,NA,16
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-18,-30.030803,-51.221512,NA,16
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-18,-30.055122,-51.173819,NA,16
emergencia,pediatrico,HMIPV,9,0,2020-04-18,-30.029525,-51.214865,NA,16
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-18,-30.142524,-51.128803,NA,16
emergencia,pediatrico,PA Bom Jesus,5,1,2020-04-18,-30.043194,-51.153916,NA,16
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-18,-30.069603,-51.216537,NA,16
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-18,-30.110731,-51.110188,NA,16
uti,adulto,Hospital Conceição,69,60,2020-04-18,-30.01587,-51.158236,5,16
uti,adulto,HCPA,82,37,2020-04-18,-30.038435,-51.206637,6,16
uti,adulto,Hospital Santa Casa,87,71,2020-04-18,-30.030803,-51.221512,1,16
uti,adulto,Hospital São Lucas,59,39,2020-04-18,-30.055122,-51.173819,1,16
uti,adulto,Hospital Cristo Redentor,47,24,2020-04-18,-30.010102,-51.15926,0,16
uti,adulto,Hospital Moinhos de Vento,56,39,2020-04-18,-30.02552,-51.20842,15,16
uti,adulto,Hospital Ernesto Dornelles,20,12,2020-04-18,-30.047509,-51.212131,5,16
uti,adulto,Hospital Vila Nova,20,18,2020-04-18,-30.119308,-51.207744,0,16
uti,adulto,HPS,20,9,2020-04-18,-30.036874,-51.209282,0,16
uti,adulto,HospitaL Independência,10,10,2020-04-18,-30.061051,-51.149073,0,16
uti,adulto,Hospital Femina,4,1,2020-04-18,-30.029239,-51.206848,0,16
uti,adulto,Hospital Divina Providência,16,11,2020-04-18,-30.084428,-51.18839,2,16
uti,adulto,Hospital Restinga,10,10,2020-04-18,-30.142524,-51.128803,0,16
uti,adulto,Hospital Santa Ana,10,5,2020-04-18,-30.086664,-51.20689,0,16
uti,adulto,Hospital Mãe de Deus,50,28,2020-04-18,-30.058845,-51.228945,3,16
uti,pediatrico,Hospital Santa Casa,37,35,2020-04-18,-30.030803,-51.221512,0,16
uti,pediatrico,Hospital São Lucas,12,5,2020-04-18,-30.055122,-51.173819,0,16
uti,pediatrico,HCPA,13,9,2020-04-18,-30.038435,-51.206637,1,16
uti,pediatrico,HPS,8,5,2020-04-18,-30.036874,-51.209282,0,16
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-18,-30.02552,-51.20842,0,16
uti,pediatrico,Hospital Conceição,18,8,2020-04-18,-30.01587,-51.158236,0,16
uti,pediatrico,HMIPV,6,3,2020-04-18,-30.029525,-51.214865,0,16
emergencia,adulto,HCPA,41,15,2020-04-19,-30.038435,-51.206637,NA,17
emergencia,adulto,Hospital Conceição,64,37,2020-04-19,-30.01587,-51.158236,NA,17
emergencia,adulto,Instituto de Cardiologia,21,11,2020-04-19,-30.049092,-51.20903,NA,17
emergencia,adulto,Hospital Santa Casa,24,17,2020-04-19,-30.030803,-51.221512,NA,17
emergencia,adulto,Hospital São Lucas,17,10,2020-04-19,-30.055122,-51.173819,NA,17
emergencia,adulto,Hospital Restinga,18,7,2020-04-19,-30.142524,-51.128803,NA,17
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-19,-30.119308,-51.207744,NA,17
emergencia,adulto,PA Bom Jesus,7,0,2020-04-19,-30.043194,-51.153916,NA,17
emergencia,adulto,PA Cruzeiro do Sul,12,16,2020-04-19,-30.069603,-51.216537,NA,17
emergencia,adulto,PA Lomba do Pinheiro,9,0,2020-04-19,-30.110731,-51.110188,NA,17
emergencia,adulto,UPA Zona Norte,17,12,2020-04-19,-30.009546,-51.146056,NA,17
emergencia,pediatrico,HCPA,9,4,2020-04-19,-30.038435,-51.206637,NA,17
emergencia,pediatrico,Hospital Conceição,16,2,2020-04-19,-30.01587,-51.158236,NA,17
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-04-19,-30.030803,-51.221512,NA,17
emergencia,pediatrico,Hospital São Lucas,4,2,2020-04-19,-30.055122,-51.173819,NA,17
emergencia,pediatrico,HMIPV,9,2,2020-04-19,-30.029525,-51.214865,NA,17
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-19,-30.142524,-51.128803,NA,17
emergencia,pediatrico,PA Bom Jesus,5,1,2020-04-19,-30.043194,-51.153916,NA,17
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-19,-30.069603,-51.216537,NA,17
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-04-19,-30.110731,-51.110188,NA,17
uti,adulto,Hospital Conceição,69,49,2020-04-19,-30.01587,-51.158236,5,17
uti,adulto,HCPA,82,44,2020-04-19,-30.038435,-51.206637,5,17
uti,adulto,Hospital Santa Casa,87,68,2020-04-19,-30.030803,-51.221512,1,17
uti,adulto,Hospital São Lucas,59,38,2020-04-19,-30.055122,-51.173819,1,17
uti,adulto,Hospital Cristo Redentor,47,24,2020-04-19,-30.010102,-51.15926,0,17
uti,adulto,Hospital Moinhos de Vento,56,45,2020-04-19,-30.02552,-51.20842,15,17
uti,adulto,Hospital Ernesto Dornelles,20,11,2020-04-19,-30.047509,-51.212131,5,17
uti,adulto,Hospital Vila Nova,20,19,2020-04-19,-30.119308,-51.207744,0,17
uti,adulto,HPS,20,10,2020-04-19,-30.036874,-51.209282,0,17
uti,adulto,HospitaL Independência,10,8,2020-04-19,-30.061051,-51.149073,0,17
uti,adulto,Hospital Femina,4,3,2020-04-19,-30.029239,-51.206848,0,17
uti,adulto,Hospital Divina Providência,16,9,2020-04-19,-30.084428,-51.18839,2,17
uti,adulto,Hospital Restinga,10,10,2020-04-19,-30.142524,-51.128803,0,17
uti,adulto,Hospital Santa Ana,10,5,2020-04-19,-30.086664,-51.20689,0,17
uti,adulto,Hospital Mãe de Deus,50,30,2020-04-19,-30.058845,-51.228945,3,17
uti,pediatrico,Hospital Santa Casa,37,35,2020-04-19,-30.030803,-51.221512,0,17
uti,pediatrico,Hospital São Lucas,12,5,2020-04-19,-30.055122,-51.173819,0,17
uti,pediatrico,HCPA,13,9,2020-04-19,-30.038435,-51.206637,1,17
uti,pediatrico,HPS,8,4,2020-04-19,-30.036874,-51.209282,0,17
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-04-19,-30.02552,-51.20842,0,17
uti,pediatrico,Hospital Conceição,18,8,2020-04-19,-30.01587,-51.158236,0,17
uti,pediatrico,HMIPV,6,4,2020-04-19,-30.029525,-51.214865,0,17
emergencia,adulto,HCPA,41,22,2020-04-20,-30.038435,-51.206637,NA,17
emergencia,adulto,Hospital Conceição,64,35,2020-04-20,-30.01587,-51.158236,NA,17
emergencia,adulto,Instituto de Cardiologia,21,24,2020-04-20,-30.049092,-51.20903,NA,17
emergencia,adulto,Hospital Santa Casa,24,16,2020-04-20,-30.030803,-51.221512,NA,17
emergencia,adulto,Hospital São Lucas,17,11,2020-04-20,-30.055122,-51.173819,NA,17
emergencia,adulto,Hospital Restinga,18,7,2020-04-20,-30.142524,-51.128803,NA,17
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-20,-30.119308,-51.207744,NA,17
emergencia,adulto,PA Bom Jesus,7,17,2020-04-20,-30.043194,-51.153916,NA,17
emergencia,adulto,PA Cruzeiro do Sul,12,11,2020-04-20,-30.069603,-51.216537,NA,17
emergencia,adulto,PA Lomba do Pinheiro,9,3,2020-04-20,-30.110731,-51.110188,NA,17
emergencia,adulto,UPA Zona Norte,17,17,2020-04-20,-30.009546,-51.146056,NA,17
emergencia,pediatrico,HCPA,9,4,2020-04-20,-30.038435,-51.206637,NA,17
emergencia,pediatrico,Hospital Conceição,16,6,2020-04-20,-30.01587,-51.158236,NA,17
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-20,-30.030803,-51.221512,NA,17
emergencia,pediatrico,Hospital São Lucas,4,3,2020-04-20,-30.055122,-51.173819,NA,17
emergencia,pediatrico,HMIPV,9,3,2020-04-20,-30.029525,-51.214865,NA,17
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-20,-30.142524,-51.128803,NA,17
emergencia,pediatrico,PA Bom Jesus,5,1,2020-04-20,-30.043194,-51.153916,NA,17
emergencia,pediatrico,PA Cruzeiro do Sul,9,3,2020-04-20,-30.069603,-51.216537,NA,17
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-20,-30.110731,-51.110188,NA,17
uti,adulto,Hospital Conceição,69,50,2020-04-20,-30.01587,-51.158236,5,17
uti,adulto,HCPA,82,43,2020-04-20,-30.038435,-51.206637,4,17
uti,adulto,Hospital Santa Casa,87,67,2020-04-20,-30.030803,-51.221512,1,17
uti,adulto,Hospital São Lucas,59,39,2020-04-20,-30.055122,-51.173819,1,17
uti,adulto,Hospital Cristo Redentor,47,24,2020-04-20,-30.010102,-51.15926,0,17
uti,adulto,Hospital Moinhos de Vento,56,41,2020-04-20,-30.02552,-51.20842,15,17
uti,adulto,Hospital Ernesto Dornelles,20,12,2020-04-20,-30.047509,-51.212131,3,17
uti,adulto,Hospital Vila Nova,20,17,2020-04-20,-30.119308,-51.207744,0,17
uti,adulto,HPS,20,12,2020-04-20,-30.036874,-51.209282,0,17
uti,adulto,HospitaL Independência,10,7,2020-04-20,-30.061051,-51.149073,0,17
uti,adulto,Hospital Femina,4,2,2020-04-20,-30.029239,-51.206848,0,17
uti,adulto,Hospital Divina Providência,16,10,2020-04-20,-30.084428,-51.18839,1,17
uti,adulto,Hospital Restinga,10,10,2020-04-20,-30.142524,-51.128803,0,17
uti,adulto,Hospital Santa Ana,10,9,2020-04-20,-30.086664,-51.20689,0,17
uti,adulto,Hospital Mãe de Deus,50,29,2020-04-20,-30.058845,-51.228945,3,17
uti,pediatrico,Hospital Santa Casa,37,31,2020-04-20,-30.030803,-51.221512,0,17
uti,pediatrico,Hospital São Lucas,12,5,2020-04-20,-30.055122,-51.173819,0,17
uti,pediatrico,HCPA,13,11,2020-04-20,-30.038435,-51.206637,1,17
uti,pediatrico,HPS,8,4,2020-04-20,-30.036874,-51.209282,0,17
uti,pediatrico,Hospital Moinhos de Vento,11,6,2020-04-20,-30.02552,-51.20842,0,17
uti,pediatrico,Hospital Conceição,18,10,2020-04-20,-30.01587,-51.158236,0,17
uti,pediatrico,HMIPV,6,4,2020-04-20,-30.029525,-51.214865,0,17
emergencia,adulto,HCPA,41,32,2020-04-21,-30.038435,-51.206637,NA,17
emergencia,adulto,Hospital Conceição,64,43,2020-04-21,-30.01587,-51.158236,NA,17
emergencia,adulto,Instituto de Cardiologia,21,10,2020-04-21,-30.049092,-51.20903,NA,17
emergencia,adulto,Hospital Santa Casa,24,16,2020-04-21,-30.030803,-51.221512,NA,17
emergencia,adulto,Hospital São Lucas,17,11,2020-04-21,-30.055122,-51.173819,NA,17
emergencia,adulto,Hospital Restinga,18,7,2020-04-21,-30.142524,-51.128803,NA,17
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-21,-30.119308,-51.207744,NA,17
emergencia,adulto,PA Bom Jesus,7,6,2020-04-21,-30.043194,-51.153916,NA,17
emergencia,adulto,PA Cruzeiro do Sul,12,7,2020-04-21,-30.069603,-51.216537,NA,17
emergencia,adulto,PA Lomba do Pinheiro,9,3,2020-04-21,-30.110731,-51.110188,NA,17
emergencia,adulto,UPA Zona Norte,17,13,2020-04-21,-30.009546,-51.146056,NA,17
emergencia,pediatrico,HCPA,9,4,2020-04-21,-30.038435,-51.206637,NA,17
emergencia,pediatrico,Hospital Conceição,16,3,2020-04-21,-30.01587,-51.158236,NA,17
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-04-21,-30.030803,-51.221512,NA,17
emergencia,pediatrico,Hospital São Lucas,4,3,2020-04-21,-30.055122,-51.173819,NA,17
emergencia,pediatrico,HMIPV,9,1,2020-04-21,-30.029525,-51.214865,NA,17
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-21,-30.142524,-51.128803,NA,17
emergencia,pediatrico,PA Bom Jesus,5,2,2020-04-21,-30.043194,-51.153916,NA,17
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-21,-30.069603,-51.216537,NA,17
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-21,-30.110731,-51.110188,NA,17
uti,adulto,Hospital Conceição,69,50,2020-04-21,-30.01587,-51.158236,4,17
uti,adulto,HCPA,82,46,2020-04-21,-30.038435,-51.206637,4,17
uti,adulto,Hospital Santa Casa,87,71,2020-04-21,-30.030803,-51.221512,0,17
uti,adulto,Hospital São Lucas,59,39,2020-04-21,-30.055122,-51.173819,1,17
uti,adulto,Hospital Cristo Redentor,47,22,2020-04-21,-30.010102,-51.15926,0,17
uti,adulto,Hospital Moinhos de Vento,56,46,2020-04-21,-30.02552,-51.20842,14,17
uti,adulto,Hospital Ernesto Dornelles,20,8,2020-04-21,-30.047509,-51.212131,2,17
uti,adulto,Hospital Vila Nova,20,16,2020-04-21,-30.119308,-51.207744,0,17
uti,adulto,HPS,20,12,2020-04-21,-30.036874,-51.209282,0,17
uti,adulto,HospitaL Independência,10,8,2020-04-21,-30.061051,-51.149073,0,17
uti,adulto,Hospital Femina,4,4,2020-04-21,-30.029239,-51.206848,0,17
uti,adulto,Hospital Divina Providência,16,12,2020-04-21,-30.084428,-51.18839,2,17
uti,adulto,Hospital Restinga,10,9,2020-04-21,-30.142524,-51.128803,0,17
uti,adulto,Hospital Santa Ana,10,9,2020-04-21,-30.086664,-51.20689,0,17
uti,adulto,Hospital Mãe de Deus,50,33,2020-04-21,-30.058845,-51.228945,3,17
uti,pediatrico,Hospital Santa Casa,37,32,2020-04-21,-30.030803,-51.221512,0,17
uti,pediatrico,Hospital São Lucas,12,5,2020-04-21,-30.055122,-51.173819,0,17
uti,pediatrico,HCPA,13,9,2020-04-21,-30.038435,-51.206637,1,17
uti,pediatrico,HPS,8,4,2020-04-21,-30.036874,-51.209282,0,17
uti,pediatrico,Hospital Moinhos de Vento,11,7,2020-04-21,-30.02552,-51.20842,0,17
uti,pediatrico,Hospital Conceição,18,10,2020-04-21,-30.01587,-51.158236,0,17
uti,pediatrico,HMIPV,6,4,2020-04-21,-30.029525,-51.214865,0,17
emergencia,adulto,HCPA,41,34,2020-04-22,-30.038435,-51.206637,NA,17
emergencia,adulto,Hospital Conceição,64,36,2020-04-22,-30.01587,-51.158236,NA,17
emergencia,adulto,Instituto de Cardiologia,21,19,2020-04-22,-30.049092,-51.20903,NA,17
emergencia,adulto,Hospital Santa Casa,24,14,2020-04-22,-30.030803,-51.221512,NA,17
emergencia,adulto,Hospital São Lucas,17,19,2020-04-22,-30.055122,-51.173819,NA,17
emergencia,adulto,Hospital Restinga,18,10,2020-04-22,-30.142524,-51.128803,NA,17
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-22,-30.119308,-51.207744,NA,17
emergencia,adulto,PA Bom Jesus,7,6,2020-04-22,-30.043194,-51.153916,NA,17
emergencia,adulto,PA Cruzeiro do Sul,12,7,2020-04-22,-30.069603,-51.216537,NA,17
emergencia,adulto,PA Lomba do Pinheiro,9,7,2020-04-22,-30.110731,-51.110188,NA,17
emergencia,adulto,UPA Zona Norte,17,16,2020-04-22,-30.009546,-51.146056,NA,17
emergencia,pediatrico,HCPA,9,4,2020-04-22,-30.038435,-51.206637,NA,17
emergencia,pediatrico,Hospital Conceição,16,1,2020-04-22,-30.01587,-51.158236,NA,17
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-22,-30.030803,-51.221512,NA,17
emergencia,pediatrico,Hospital São Lucas,4,2,2020-04-22,-30.055122,-51.173819,NA,17
emergencia,pediatrico,HMIPV,9,2,2020-04-22,-30.029525,-51.214865,NA,17
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-22,-30.142524,-51.128803,NA,17
emergencia,pediatrico,PA Bom Jesus,5,2,2020-04-22,-30.043194,-51.153916,NA,17
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-04-22,-30.069603,-51.216537,NA,17
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-04-22,-30.110731,-51.110188,NA,17
uti,adulto,Hospital Conceição,69,51,2020-04-22,-30.01587,-51.158236,6,17
uti,adulto,HCPA,82,37,2020-04-22,-30.038435,-51.206637,2,17
uti,adulto,Hospital Santa Casa,87,69,2020-04-22,-30.030803,-51.221512,0,17
